tweet_text,hate_score
oomf make skin itch like ew bitch,1
oooow bitch lace front lace fuck,1
oops freudian slit,2
open legs filet mignon pussy,1
open mouf kiss nig distinctive_mae nobetternoworst lolsam love kiss smh lol,1
open legs filet mignon pussy,1
operation ask redhead resolve charlie brown rejectedpeanutsspecials,2
vote cripple amirite bigot mt dawnnadukes vote votewendydavis governor texas,2
vibing ask see aux cord know bout play trash,2
dumb bitch self esteem decide saint,1
continue bitch cool,1
faggot rt ez_taughtu guess get catch say nigga,1
get sweep motown lol yankees tigers mlb,2
get nail rt che_theyello hoe brag niggas fw get money even get fill tank,1
pollo,2
afford winter clothe rt da_eye_creep summer hoe winter muslimah,2
teach might get get rt abstraktalante really hate disrespectful ass bitch class professor talk stfu bitch,0
music trash,2
neighborhood rt clairelea know mexcian ghetto,2
get pay bill pussy free ummmm dick free neither pick tab please thank,1
oregon lose oregon ahhhahahaha faggot,0
oreo ice cream sandwich,2
oreo shake want,2
oreo milkshakes forever remind jay_ibarra,2
oreos coffee brunch want,2
oreos ho hos put milk,1
oreos life,2
oriental rugs flyer dive,2
oscar amp use make fun chacowearing people together sale lil bitch want fake,1
oscar taveras go yardie nd career mlb bat stud,2
oscars fuckin roast right get hella die bitch,1
jihadi news isis execute kuwait preacher redha lari coz wastoo extreme amp hamper reconciliation nusra fatwas,2
faggot shit macklemore actually really good artistbetter alot rappers,1
otters would make cool pet cunts,1
female guinea pig pregnant,2
professor say hoe say butt hurt boss,1
day care take kitty nap hosers,2
outside click another nicca fuccn wit,1
outside dah fuckin yardie eh,1
bitch try act like picture,1
overall single life fun also get nudes leak unless faggot,1
overripe eggplants good eat uncletweet,2
philosophy existentialism depth trash pop mtvhottestlanadelrey,2
pnd jigga man,2
pollos last pollos estaban dando vueltas en una pollera mientras los estaban cocinando last cuando,2
psa reduce fat oreos waxy soften properly dunk milk stay away unnatural dietschmiet oreo,2
paceys tell flash touch turn yellow black whatwashedoing,2
padre yankeeangel fan need stfu,2
pay dis much da belt betta crack bitch,1
paige better text bitch lol,1
paint bitch rooftops bc bitch love rooftops,1
palin mock obama russia rhetorically ask could see come crowd go wild cpac,2
panda express trash want chinese feel like gettin car,2
pantera minutes alone chrisrock minutes pussy boyi crush,0
paper pussy pussy bring problems powerofthep,1
papoose trash bro spencereed lol,1
pappadeaux bread scampi butter rt _chickengeorge pussy taste like,1
pappadeaux get best chicken strip swear squeeze lemons hoe,1
parent television council scandal sex scene charlie brown ok,2
parker cannon lyrically beautiful bitch come best lyric songs like fuck man,1
parody jihadi songs effective asinine muslims condemn humorisaweapon,2
parsons trash,2
part chink,1
party house come bitch,1
pass interference dumb ass zebra jerk,1
pass stick bitch,1
pass mad hoe give want,1
patty love hoe,1
pau hoe gon play trade deadline,1
paula patton pussy get nigga stage knees talmbout get get back tonight,1
pay pussy yo get many freebies,1
payback bitch,1
paybacks bitch,1
peace faggot,1
peace fag remember best lux support na drop lustboy pick kakao tsm,0
peace friendonly peacei enemydo say word againlook facebook wallone best friends ever moor,2
peace hoe put badongle cook breakfast,1
pedro little bitch never dm,1
penn state tryna slant screen way field lol,2
pennsylvania white trash pennsylvanians,0
people fuck retard lol,0
people uncivilized,2
people bitch complain stupid things,1
people ask never speak bout subtweets n lil shit people say baby honest ion give dam bout none nigga bitch oml,1
people ask donations christy mackget real bitch make thousands dollars sex bitch better fuckin,1
people angry tonight dis tweeter hard color man see dis anger like bein waffle house mississippi,2
people call complain spinellis purge special lmao pussies louisvillepurge,1
people comment fb statuses like day like bitch wtf know,1
people get retard everyday,0
people get learn appreciate people go way help even want help bitch,1
people hate da rig life love baby pussy ass nigguh,1
people love touch hair ooo real yes bitch,1
people site fuck retard sometimes,0
people talk shit twitter see person look like bitch wtf look yes yeah cute,1
people tend bitch coach much offensive playcalling kill ags indefensible point,1
people choose country city miserable trash deserve neither respect consideration less scum,2
people put blinker seriously need crash pole something moveoutmywaybitch,2
people enjoy show like southpark familyguyonfox douche bag usually white trash,0
people go church hollywood ca white trash filth,0
people grow vegetables nothing common peasant trash,0
people live thenetherlands unwashed trash,0
people never use hair product unkept white trash douche bag,1
people play fantasygames white trash,1
people play roleplayinggames human filth deserve respect would give mosquito soulless gutter trash,0
people slam brake yellow light allow drive,2
people trash cars love drive fast reckless,2
people rt picture far wide reason make teabaggers poor spell really angry,2
perhaps ezra miller first crack toward change regardless whether identify queer gay,2
perhaps diehard yankee fan point watch debacle yankees tigers mlb else lol,2
permanent slit eyebrow tumble bleachers little stay er,2
person new years resolution jackass everyone yeah go buy ps retard,1
peter pan ho never land ho,1
peyton man goon fuck elis pussy ass,1
phaedra go drop apollo like mariah da brat go prison hoe loyal,1
phil hughes look like phil hughes old yankees mlb,2
phillip rivers look like almost want call dude nigger bad play,0
phone disconnect like hoe thank god shmediums hot spot lol,1
phone drier yo bitch scalp,1
photo check background spook,2
photo bad bitch ladykimora favorite vegas socialite dragrace dragqueen ladykimora,1
photo give trailer park trash transformthursday ladykimora vegasqueens vegasshowgirls,2
photo good morning ig give white trash body turntup webad wepretty gayvegas,1
photo happy friday bitch kimorablac,1
photo happy friday bitch glamazon ladykimora rupaulsdragrace welovequeens,1
photo kimora boobies unlock slice bitch kimorablac,1
photo boss ass bitch turntup webad wepretty gayvegas rupaulsdragrace barb minaj,1
photo bitch,1
photo morning bitch,1
photo mustard beat hoe wdywt,1
photo mains riribarbie georgegia yessssss ladykimora turntup vegas bitch,1
photo filter bitch turntup webad wepretty gayvegas rupaulsdragrace barb minaj,1
photo rest peace bad boys bad advise make let old asian dude glue sole,2
photo seriously friends hoe funny getyourlife,1
photo anarchoqueer anarchism stand social order base free group individuals,2
photo deafreaperventus waywardsonsandfallenangels murderouscrows gay intensify say,1
photoset biggest pussy ive see china,1
physical amp bed rt skinny bitch frame trash skinny,1
pic circulate jihadi feed claim isis flag top mount arafa holiest day pilgrimage,2
pic confuse look like dyke hoe pooci datjollygirl btweekin,1
pick city buy condo find fine hoe let time go chea,1
pickup line cat lady love pussy wait literally mean like cat,1
picture time outside metro fuck fag,1
pie crust trash flaky dry shit,1
pierce would easily drain shots us trash smh,2
pillow talkin bitch see bad nigga basic,1
pillow talkin hoe hatin nigga might lose ya chick like,1
pink champagne boo thang bad bitch hope trade,1
piss see little liberal faggot wear che guevara shirt move ass cuba,1
piss much brett scream fag whore window people,1
pistols bad bitch hustlers bad business,1
pizza wing bitch,1
pizza salad alcohol wantmy crave need meet rude bitch,1
plaid short bitch,1
play twice aye pyhscopathic cunt dead,1
play pussy get fuck,1
play fuck bitch get money music,1
play hoe like lottery,1
play show lutsen mn pm today papa charlies,2
play game wrestle ways bind brothers sex talk amp provide condoms raw dog hoe,1
play white guilt last one last time whitey felt absolve end today end fieldssuburbs pennsylvania,0
play money like play emotions niggas believe guess go find hoe ass niggas,1
please oldirtyjesus shut hoe marlsoul honestly nice person,1
please control yo hoe,1
please dnt take picture please dnt take picture especially jewelry man hoe vicious,1
please excuse bitch ass phone hoe lately,1
please stop score otherwise run tomorrow romero yankees bluejays mlb,2
plot twist fuck bitch,1
plot twist bitch,1
plot twist hoe loyal,1
pm use word use ex swegpmyidnid date,2
police niccas tryn raid da trap,1
polite yet militant bird notfeeding stencil army typeface font ateam,2
political ass bitch,1
polo levis jordans snapback look face still get pussypriceless,1
poof vamoose son bitch,1
poor henry support right guy gut hurt charlie lizziecuevas,2
poor leohe help havin rest bitch face feel ya home skillet biscuit,1
pop nigguh sound like crisco,0
pop pussy,1
pop pussy real nigga,1
popcorn candy dinner always know charlie brown spirit animal,2
pop pussy sweat lol,1
poppy give discou bitch get lowwwww,1
poppy give discount bitch get lowwwnaw fareal though,1
pop interview remain warm fuzzy,2
pop tell never stick ya break bitch,1
porch monkey life,0
porch monkey life randell,1
porcha grandma really like nig real try hollar fo real,1
pornographicoooo make hoeoo,1
post new song guala,2
post new song guala music,2
power bomb dat hoe,1
people really handle girl yes girl say feel come bitch,1
practically get arrest tonight allow utampa ground year fml retard,2
praise thy lord season beanies upon us,2
preach rt poonsoaker ugly girls way go man nobody get time pretty hoe,1
precisely rt brandnewandrew harold soon break start shit swear would never like hoe,1
prejudice preconceive awareness base majority interactions negative slant come libs self preservation basis,2
prepare call nigger night mean play cod night advancedwarfaredayzero,1
press pussy get many freebies,1
pretend assholes callin women bitch know love lol,1
pretend make rain ghetto president govt money whore beg utilties stay one day,1
pretty ass niggah,1
pretty bitch even prettier titties,1
pretty mother fucker pull bitch likee,1
pretty motherfucker pull bitch like,1
pretty muthafucka pull bitch like,1
pretty whole yankees thing id rather lose alcs every year live detroit miss real steinbrenner glorydays,2
pretty sure get ya bitch nudes phone nigga,1
pretty weird flight attendants instruct say welcome oc bitch exit plane,1
probably go tackle kenzie see honest miss bitch,1
probably save kingborgmans ass today gas diesel engine would without redneck friends,1
procrastination really bitch,1
produce yung jewros bouta drop dis hoe,1
profesional sport enjoy white trash,1
project pay soft ass little bitch,1
promise love obeyand hit daygirl say genuinelyfuck bitch sayy,1
promise make bitch bxtch,1
protect bitch cost,1
proud redneck patriot docs cats_lmbo koichiccheryl bja_tw yrwol davesgrill,2
puffy face hoe,1
puig zero line yet still go fuck bitch appearance,1
pull nicca bore,1
pull ex make bitch mad,1
pull ex make bitch mad,1
pull x make bitch mad,1
pull coco ratchet way home kayysavage yes bitch,1
pull hoe something proud hoe go anybody,1
pullout game trash arigold_ iyanla intrrvention man kid women question,1
pumpkin spice marlboros da hoe,1
punch hoe deserve,1
punk ass break faggot,0
punk ass cop jus bulldogged bitch,1
punk bitch walk tall like get something prove,1
punk bitch,1
pussies pussyan every women get oneso get ladies,1
pussy ass hoe niggas fuck wit,1
pussy ass nigguh name jesus daddy,1
pussy get trash rt adolfhibsta love life sad lol rt cqminaj glad khloe k dump french ghetto ass,1
pussy like girls zaaaammnn pussy gay,1
pussy nicca friends get icewear_vezzo voice,1
pussy mouth pussy pinky ring,1
pussy pussy,1
pussys get pussy,1
pussys pussy get need,1
put btch pussy first,1
put ring yo bitch,1
put place pussies get pussy,1
put everything love ugly bitch fix talk crazy car would put ass make walk,1
put redskins start lineup instead dolphinsit fun say,2
put weight back rack bitch smdh lol dick chaneys,1
put ya hand grade bitch,1
put yo bitch figure bedrock,1
